variant_id,canonical_movement,image_path,image_sha256,visual_review,technique_review
SST-FIT-0235-V06,cable-standing-chest-press,/fit-v3-images/cable-standing-chest-press.png,6e1e41cd0889fcb9f9c1a0794ab83f22b31f0776f32921be4d5ab21faa190507,delegated AI visual correction review,not individually certified
SST-FIT-0176-V01,dumbbell-reverse-lunge,/fit-v3-images/dumbbell-reverse-lunge.png,c4986ed3ac9f9899cbc541e252e4935da50c96e509fea78b532efcd699d7a8bd,delegated AI visual correction review,not individually certified
SST-FIT-0176-V02,dumbbell-reverse-lunge,/fit-v3-images/dumbbell-reverse-lunge.png,c4986ed3ac9f9899cbc541e252e4935da50c96e509fea78b532efcd699d7a8bd,delegated AI visual correction review,not individually certified
SST-FIT-0176-V03,dumbbell-reverse-lunge,/fit-v3-images/dumbbell-reverse-lunge.png,c4986ed3ac9f9899cbc541e252e4935da50c96e509fea78b532efcd699d7a8bd,delegated AI visual correction review,not individually certified
SST-FIT-0176-V04,dumbbell-reverse-lunge,/fit-v3-images/dumbbell-reverse-lunge.png,c4986ed3ac9f9899cbc541e252e4935da50c96e509fea78b532efcd699d7a8bd,delegated AI visual correction review,not individually certified
SST-FIT-0176-V05,dumbbell-reverse-lunge,/fit-v3-images/dumbbell-reverse-lunge.png,c4986ed3ac9f9899cbc541e252e4935da50c96e509fea78b532efcd699d7a8bd,delegated AI visual correction review,not individually certified
SST-FIT-0176-V06,dumbbell-reverse-lunge,/fit-v3-images/dumbbell-reverse-lunge.png,c4986ed3ac9f9899cbc541e252e4935da50c96e509fea78b532efcd699d7a8bd,delegated AI visual correction review,not individually certified
SST-FIT-0182-V01,dumbbell-seated-calf-raise,/fit-v3-images/dumbbell-seated-calf-raise.png,2cf777d91f0f1959d286ecfbab12922841535df136c65d2dec66b72d2402249f,delegated AI visual correction review,not individually certified
SST-FIT-0182-V02,dumbbell-seated-calf-raise,/fit-v3-images/dumbbell-seated-calf-raise.png,2cf777d91f0f1959d286ecfbab12922841535df136c65d2dec66b72d2402249f,delegated AI visual correction review,not individually certified
SST-FIT-0182-V03,dumbbell-seated-calf-raise,/fit-v3-images/dumbbell-seated-calf-raise.png,2cf777d91f0f1959d286ecfbab12922841535df136c65d2dec66b72d2402249f,delegated AI visual correction review,not individually certified
SST-FIT-0182-V04,dumbbell-seated-calf-raise,/fit-v3-images/dumbbell-seated-calf-raise.png,2cf777d91f0f1959d286ecfbab12922841535df136c65d2dec66b72d2402249f,delegated AI visual correction review,not individually certified
SST-FIT-0182-V05,dumbbell-seated-calf-raise,/fit-v3-images/dumbbell-seated-calf-raise.png,2cf777d91f0f1959d286ecfbab12922841535df136c65d2dec66b72d2402249f,delegated AI visual correction review,not individually certified
SST-FIT-0182-V06,dumbbell-seated-calf-raise,/fit-v3-images/dumbbell-seated-calf-raise.png,2cf777d91f0f1959d286ecfbab12922841535df136c65d2dec66b72d2402249f,delegated AI visual correction review,not individually certified
SST-FIT-0115-V01,forearm-plank-body-saw,/fit-v3-images/forearm-plank-body-saw.png,54f850bdbe84b62d53eac4e640c816fcca99362bfa56b11bd2d749e075fcf9e1,delegated AI visual correction review,not individually certified
SST-FIT-0115-V02,forearm-plank-body-saw,/fit-v3-images/forearm-plank-body-saw.png,54f850bdbe84b62d53eac4e640c816fcca99362bfa56b11bd2d749e075fcf9e1,delegated AI visual correction review,not individually certified
SST-FIT-0115-V03,forearm-plank-body-saw,/fit-v3-images/forearm-plank-body-saw.png,54f850bdbe84b62d53eac4e640c816fcca99362bfa56b11bd2d749e075fcf9e1,delegated AI visual correction review,not individually certified
SST-FIT-0115-V04,forearm-plank-body-saw,/fit-v3-images/forearm-plank-body-saw.png,54f850bdbe84b62d53eac4e640c816fcca99362bfa56b11bd2d749e075fcf9e1,delegated AI visual correction review,not individually certified
SST-FIT-0052-V01,frog-pump,/fit-v3-images/frog-pump.png,79906e3a198570aa98bdc8c7b05d0eeb1dff7c642b9ddfa17d073c04dc1145d8,delegated AI visual correction review,not individually certified
SST-FIT-0052-V02,frog-pump,/fit-v3-images/frog-pump.png,79906e3a198570aa98bdc8c7b05d0eeb1dff7c642b9ddfa17d073c04dc1145d8,delegated AI visual correction review,not individually certified
SST-FIT-0052-V03,frog-pump,/fit-v3-images/frog-pump.png,79906e3a198570aa98bdc8c7b05d0eeb1dff7c642b9ddfa17d073c04dc1145d8,delegated AI visual correction review,not individually certified
SST-FIT-0052-V04,frog-pump,/fit-v3-images/frog-pump.png,79906e3a198570aa98bdc8c7b05d0eeb1dff7c642b9ddfa17d073c04dc1145d8,delegated AI visual correction review,not individually certified
SST-FIT-0052-V05,frog-pump,/fit-v3-images/frog-pump.png,79906e3a198570aa98bdc8c7b05d0eeb1dff7c642b9ddfa17d073c04dc1145d8,delegated AI visual correction review,not individually certified
SST-FIT-0052-V06,frog-pump,/fit-v3-images/frog-pump.png,79906e3a198570aa98bdc8c7b05d0eeb1dff7c642b9ddfa17d073c04dc1145d8,delegated AI visual correction review,not individually certified
SST-FIT-0027-V01,front-back-weight-shift,/fit-v3-images/front-back-weight-shift.png,23be6e267646f40af41d43a939c9c0506608e09d8b083f872797169c114c207f,delegated AI visual correction review,not individually certified
SST-FIT-0027-V02,front-back-weight-shift,/fit-v3-images/front-back-weight-shift.png,23be6e267646f40af41d43a939c9c0506608e09d8b083f872797169c114c207f,delegated AI visual correction review,not individually certified
SST-FIT-0027-V03,front-back-weight-shift,/fit-v3-images/front-back-weight-shift.png,23be6e267646f40af41d43a939c9c0506608e09d8b083f872797169c114c207f,delegated AI visual correction review,not individually certified
SST-FIT-0027-V04,front-back-weight-shift,/fit-v3-images/front-back-weight-shift.png,23be6e267646f40af41d43a939c9c0506608e09d8b083f872797169c114c207f,delegated AI visual correction review,not individually certified
SST-FIT-0259-V01,half-kneeling-ankle-rock,/fit-v3-images/half-kneeling-ankle-rock.png,3ba2d111c1226461baba1130fa838b591709f37e9843b8e7e7a4c81423a4f1bc,delegated AI visual correction review,not individually certified
SST-FIT-0259-V02,half-kneeling-ankle-rock,/fit-v3-images/half-kneeling-ankle-rock.png,3ba2d111c1226461baba1130fa838b591709f37e9843b8e7e7a4c81423a4f1bc,delegated AI visual correction review,not individually certified
SST-FIT-0259-V03,half-kneeling-ankle-rock,/fit-v3-images/half-kneeling-ankle-rock.png,3ba2d111c1226461baba1130fa838b591709f37e9843b8e7e7a4c81423a4f1bc,delegated AI visual correction review,not individually certified
SST-FIT-0259-V04,half-kneeling-ankle-rock,/fit-v3-images/half-kneeling-ankle-rock.png,3ba2d111c1226461baba1130fa838b591709f37e9843b8e7e7a4c81423a4f1bc,delegated AI visual correction review,not individually certified
SST-FIT-0024-V01,heel-to-toe-walk,/fit-v3-images/heel-to-toe-walk.png,d984182f8a38e25eb705a8ad6191605146abf435f27e4cafed82fc8e33f76e4e,delegated AI visual correction review,not individually certified
SST-FIT-0024-V02,heel-to-toe-walk,/fit-v3-images/heel-to-toe-walk.png,d984182f8a38e25eb705a8ad6191605146abf435f27e4cafed82fc8e33f76e4e,delegated AI visual correction review,not individually certified
SST-FIT-0024-V03,heel-to-toe-walk,/fit-v3-images/heel-to-toe-walk.png,d984182f8a38e25eb705a8ad6191605146abf435f27e4cafed82fc8e33f76e4e,delegated AI visual correction review,not individually certified
SST-FIT-0080-V01,inverted-bodyweight-row,/fit-v3-images/inverted-bodyweight-row.png,76da77c79b444113aa6c07f40d74fb991f3fec804bdb822b6cb01b1b7aa422fd,delegated AI visual correction review,not individually certified
SST-FIT-0080-V02,inverted-bodyweight-row,/fit-v3-images/inverted-bodyweight-row.png,76da77c79b444113aa6c07f40d74fb991f3fec804bdb822b6cb01b1b7aa422fd,delegated AI visual correction review,not individually certified
SST-FIT-0080-V03,inverted-bodyweight-row,/fit-v3-images/inverted-bodyweight-row.png,76da77c79b444113aa6c07f40d74fb991f3fec804bdb822b6cb01b1b7aa422fd,delegated AI visual correction review,not individually certified
SST-FIT-0080-V04,inverted-bodyweight-row,/fit-v3-images/inverted-bodyweight-row.png,76da77c79b444113aa6c07f40d74fb991f3fec804bdb822b6cb01b1b7aa422fd,delegated AI visual correction review,not individually certified
SST-FIT-0080-V05,inverted-bodyweight-row,/fit-v3-images/inverted-bodyweight-row.png,76da77c79b444113aa6c07f40d74fb991f3fec804bdb822b6cb01b1b7aa422fd,delegated AI visual correction review,not individually certified
SST-FIT-0080-V06,inverted-bodyweight-row,/fit-v3-images/inverted-bodyweight-row.png,76da77c79b444113aa6c07f40d74fb991f3fec804bdb822b6cb01b1b7aa422fd,delegated AI visual correction review,not individually certified
SST-FIT-0198-V01,kettlebell-offset-front-rack-march,/fit-v3-images/kettlebell-offset-front-rack-march.png,5c1c807886333c94bfee0f42c66c692ff9ad68aac497a785edd85ca1e6abdae4,delegated AI visual correction review,not individually certified
SST-FIT-0198-V02,kettlebell-offset-front-rack-march,/fit-v3-images/kettlebell-offset-front-rack-march.png,5c1c807886333c94bfee0f42c66c692ff9ad68aac497a785edd85ca1e6abdae4,delegated AI visual correction review,not individually certified
SST-FIT-0198-V03,kettlebell-offset-front-rack-march,/fit-v3-images/kettlebell-offset-front-rack-march.png,5c1c807886333c94bfee0f42c66c692ff9ad68aac497a785edd85ca1e6abdae4,delegated AI visual correction review,not individually certified
SST-FIT-0190-V01,kettlebell-single-arm-swing,/fit-v3-images/kettlebell-single-arm-swing.png,25d8b352f80ab8a3461c94d9708990fa52d64db85be5cd13fc7519e5151f4dfb,delegated AI visual correction review,not individually certified
SST-FIT-0190-V02,kettlebell-single-arm-swing,/fit-v3-images/kettlebell-single-arm-swing.png,25d8b352f80ab8a3461c94d9708990fa52d64db85be5cd13fc7519e5151f4dfb,delegated AI visual correction review,not individually certified
SST-FIT-0190-V03,kettlebell-single-arm-swing,/fit-v3-images/kettlebell-single-arm-swing.png,25d8b352f80ab8a3461c94d9708990fa52d64db85be5cd13fc7519e5151f4dfb,delegated AI visual correction review,not individually certified
SST-FIT-0258-V01,kneeling-adductor-rock-back,/fit-v3-images/kneeling-adductor-rock-back.png,7bf8cb2312c39d726a25fb88a45b2e00cb4bf2e054381322ee28b318abf404f8,delegated AI visual correction review,not individually certified
SST-FIT-0258-V02,kneeling-adductor-rock-back,/fit-v3-images/kneeling-adductor-rock-back.png,7bf8cb2312c39d726a25fb88a45b2e00cb4bf2e054381322ee28b318abf404f8,delegated AI visual correction review,not individually certified
SST-FIT-0258-V03,kneeling-adductor-rock-back,/fit-v3-images/kneeling-adductor-rock-back.png,7bf8cb2312c39d726a25fb88a45b2e00cb4bf2e054381322ee28b318abf404f8,delegated AI visual correction review,not individually certified
SST-FIT-0258-V04,kneeling-adductor-rock-back,/fit-v3-images/kneeling-adductor-rock-back.png,7bf8cb2312c39d726a25fb88a45b2e00cb4bf2e054381322ee28b318abf404f8,delegated AI visual correction review,not individually certified
SST-FIT-0045-V01,lateral-step-up,/fit-v3-images/lateral-step-up.png,665968db9c6ce60dbf59c1956266abfda6de3cb97cb1e4dfb6ba7ab043c986ee,delegated AI visual correction review,not individually certified
SST-FIT-0045-V02,lateral-step-up,/fit-v3-images/lateral-step-up.png,665968db9c6ce60dbf59c1956266abfda6de3cb97cb1e4dfb6ba7ab043c986ee,delegated AI visual correction review,not individually certified
SST-FIT-0045-V03,lateral-step-up,/fit-v3-images/lateral-step-up.png,665968db9c6ce60dbf59c1956266abfda6de3cb97cb1e4dfb6ba7ab043c986ee,delegated AI visual correction review,not individually certified
SST-FIT-0045-V04,lateral-step-up,/fit-v3-images/lateral-step-up.png,665968db9c6ce60dbf59c1956266abfda6de3cb97cb1e4dfb6ba7ab043c986ee,delegated AI visual correction review,not individually certified
SST-FIT-0045-V05,lateral-step-up,/fit-v3-images/lateral-step-up.png,665968db9c6ce60dbf59c1956266abfda6de3cb97cb1e4dfb6ba7ab043c986ee,delegated AI visual correction review,not individually certified
SST-FIT-0045-V06,lateral-step-up,/fit-v3-images/lateral-step-up.png,665968db9c6ce60dbf59c1956266abfda6de3cb97cb1e4dfb6ba7ab043c986ee,delegated AI visual correction review,not individually certified
SST-FIT-0295-V01,low-step-aerobic-basic,/fit-v3-images/low-step-aerobic-basic.png,57363a438facc5377631a066f3b83aa7e1ea47a7aa183caccd57fe8b5eeeee35,delegated AI visual correction review,not individually certified
SST-FIT-0295-V02,low-step-aerobic-basic,/fit-v3-images/low-step-aerobic-basic.png,57363a438facc5377631a066f3b83aa7e1ea47a7aa183caccd57fe8b5eeeee35,delegated AI visual correction review,not individually certified
SST-FIT-0295-V03,low-step-aerobic-basic,/fit-v3-images/low-step-aerobic-basic.png,57363a438facc5377631a066f3b83aa7e1ea47a7aa183caccd57fe8b5eeeee35,delegated AI visual correction review,not individually certified
SST-FIT-0295-V04,low-step-aerobic-basic,/fit-v3-images/low-step-aerobic-basic.png,57363a438facc5377631a066f3b83aa7e1ea47a7aa183caccd57fe8b5eeeee35,delegated AI visual correction review,not individually certified
SST-FIT-0295-V05,low-step-aerobic-basic,/fit-v3-images/low-step-aerobic-basic.png,57363a438facc5377631a066f3b83aa7e1ea47a7aa183caccd57fe8b5eeeee35,delegated AI visual correction review,not individually certified
SST-FIT-0216-V01,neutral-grip-lat-pulldown,/fit-v3-images/neutral-grip-lat-pulldown.png,693c344f0e49f0df32074694090720cc70c40d2055d880f721c0743511caedbb,delegated AI visual correction review,not individually certified
SST-FIT-0216-V02,neutral-grip-lat-pulldown,/fit-v3-images/neutral-grip-lat-pulldown.png,693c344f0e49f0df32074694090720cc70c40d2055d880f721c0743511caedbb,delegated AI visual correction review,not individually certified
SST-FIT-0216-V03,neutral-grip-lat-pulldown,/fit-v3-images/neutral-grip-lat-pulldown.png,693c344f0e49f0df32074694090720cc70c40d2055d880f721c0743511caedbb,delegated AI visual correction review,not individually certified
SST-FIT-0216-V04,neutral-grip-lat-pulldown,/fit-v3-images/neutral-grip-lat-pulldown.png,693c344f0e49f0df32074694090720cc70c40d2055d880f721c0743511caedbb,delegated AI visual correction review,not individually certified
SST-FIT-0216-V05,neutral-grip-lat-pulldown,/fit-v3-images/neutral-grip-lat-pulldown.png,693c344f0e49f0df32074694090720cc70c40d2055d880f721c0743511caedbb,delegated AI visual correction review,not individually certified
SST-FIT-0216-V06,neutral-grip-lat-pulldown,/fit-v3-images/neutral-grip-lat-pulldown.png,693c344f0e49f0df32074694090720cc70c40d2055d880f721c0743511caedbb,delegated AI visual correction review,not individually certified
SST-FIT-0213-V01,pec-deck-fly,/fit-v3-images/pec-deck-fly.png,c1ebc92d1956c466d76f600b88c0a20bf0b4a5e05be59bf4bc26f911d60ba89a,delegated AI visual correction review,not individually certified
SST-FIT-0213-V02,pec-deck-fly,/fit-v3-images/pec-deck-fly.png,c1ebc92d1956c466d76f600b88c0a20bf0b4a5e05be59bf4bc26f911d60ba89a,delegated AI visual correction review,not individually certified
